1760719025.720796 server started (17848): version 3.5a, socket /private/tmp/tmux-501/default, protocol 8
1760719025.720829 on Darwin 23.4.0 Darwin Kernel Version 23.4.0: Wed Feb 21 21:51:37 PST 2024; root:xnu-10063.101.15~2/RELEASE_ARM64_T8112
1760719025.720835 using libevent 2.1.12-stable select
1760719025.720842 using utf8proc 2.11.0
1760719025.720847 using ncurses 6.5 20240427
1760719025.744971 yylex_token: end at ;
1760719025.744973 yylex_token: -d0.3
1760719025.744975 yylex_token: end at WS
1760719025.744977 yylex_token: send
1760719025.744979 yylex_token: end at WS
1760719025.744981 yylex_token: -X
1760719025.744983 yylex_token: end at WS
1760719025.744985 yylex_token: copy-pipe-and-cancel
1760719025.744987 cmd_parse_build_commands 0:0: bind
1760719025.744990 cmd_parse_build_commands 0:1: -Tcopy-mode
1760719025.744992 cmd_parse_build_commands 0:2: DoubleClick1Pane
1760719025.744994 cmd_parse_build_commands 0:3 0:0: select-pane
1760719025.744996 cmd_parse_build_commands 0:3 1:0: send
1760719025.744998 cmd_parse_build_commands 0:3 1:1: -X
1760719025.745000 cmd_parse_build_commands 0:3 1:2: select-word
1760719025.745002 cmd_parse_build_commands 0:3 2:0: run
1760719025.745004 cmd_parse_build_commands 0:3 2:1: -d0.3
1760719025.745006 cmd_parse_build_commands 0:3 3:0: send
1760719025.745008 cmd_parse_build_commands 0:3 3:1: -X
1760719025.745010 cmd_parse_build_commands 0:3 3:2: copy-pipe-and-cancel
1760719025.745012 cmd_parse_build_commands 0:0: select-pane
1760719025.745014 cmd_parse_build_commands 1:0: send
1760719025.745016 cmd_parse_build_commands 1:1: -X
1760719025.745018 cmd_parse_build_commands 1:2: select-word
1760719025.745020 cmd_parse_build_commands 2:0: run
1760719025.745022 cmd_parse_build_commands 2:1: -d0.3
1760719025.745024 cmd_parse_build_commands 3:0: send
1760719025.745026 cmd_parse_build_commands 3:1: -X
1760719025.745031 cmd_parse_build_commands 3:2: copy-pipe-and-cancel
1760719025.745033 args_parse: flags end at 1 of 1
1760719025.745036 args_parse_flags: next -X
1760719025.745038 args_parse_flags: -X
1760719025.745040 args_parse_flags: next select-word
1760719025.745042 args_parse: flags end at 2 of 3
1760719025.745044 args_parse: 2 = select-word (type STRING)
1760719025.745047 args_parse_flags: next -d0.3
1760719025.745050 args_parse_flag_argument: -d = 0.3
1760719025.745052 args_parse: flags end at 2 of 2
1760719025.745055 args_parse_flags: next -X
1760719025.745057 args_parse_flags: -X
1760719025.745059 args_parse_flags: next copy-pipe-and-cancel
1760719025.745061 args_parse: flags end at 2 of 3
1760719025.745063 args_parse: 2 = copy-pipe-and-cancel (type STRING)
1760719025.745070 cmd_parse_build_commands: select-pane ; send-keys -X select-word ; run-shell -d 0.3 ; send-keys -X copy-pipe-and-cancel
1760719025.745072 args_parse_flags: next -Tcopy-mode
1760719025.745074 args_parse_flag_argument: -T = copy-mode
1760719025.745076 args_parse_flags: next DoubleClick1Pane
1760719025.745078 args_parse: flags end at 2 of 4
1760719025.745080 args_parse: 2 = DoubleClick1Pane (type STRING)
1760719025.745086 args_parse: 3 = select-pane ; send-keys -X select-word ; run-shell -d 0.3 ; send-keys -X copy-pipe-and-cancel (type COMMANDS)
1760719025.745096 cmd_parse_build_commands: bind-key -T copy-mode DoubleClick1Pane { select-pane ; send-keys -X select-word ; run-shell -d 0.3 ; send-keys -X copy-pipe-and-cancel }
1760719025.745099 cmdq_get_command: [bind-key/0x13a7159a0] group 1630
1760719025.745101 cmdq_append <global>: [bind-key/0x13a7159a0]
1760719025.745104 yylex_token: end at WS
1760719025.745105 yylex_token: bind
1760719025.745108 yylex_token: end at WS
1760719025.745110 yylex_token: -Tcopy-mode
1760719025.745112 yylex_token: end at WS
1760719025.745114 yylex_token: TripleClick1Pane
1760719025.745117 yylex_token: end at ;
1760719025.745118 yylex_token: select-pane
1760719025.745120 yylex_token: end at WS
1760719025.745122 yylex_token: send
1760719025.745124 yylex_token: end at WS
1760719025.745126 yylex_token: -X
1760719025.745128 yylex_token: end at ;
1760719025.745130 yylex_token: select-line
1760719025.745132 yylex_token: end at WS
1760719025.745134 yylex_token: run
1760719025.745136 yylex_token: end at ;
1760719025.745138 yylex_token: -d0.3
1760719025.745140 yylex_token: end at WS
1760719025.745142 yylex_token: send
1760719025.745144 yylex_token: end at WS
1760719025.745146 yylex_token: -X
1760719025.745149 yylex_token: end at WS
1760719025.745150 yylex_token: copy-pipe-and-cancel
1760719025.745153 cmd_parse_build_commands 0:0: bind
1760719025.745155 cmd_parse_build_commands 0:1: -Tcopy-mode
1760719025.745157 cmd_parse_build_commands 0:2: TripleClick1Pane
1760719025.745159 cmd_parse_build_commands 0:3 0:0: select-pane
1760719025.745161 cmd_parse_build_commands 0:3 1:0: send
1760719025.745163 cmd_parse_build_commands 0:3 1:1: -X
1760719025.745165 cmd_parse_build_commands 0:3 1:2: select-line
1760719025.745167 cmd_parse_build_commands 0:3 2:0: run
1760719025.745169 cmd_parse_build_commands 0:3 2:1: -d0.3
1760719025.745171 cmd_parse_build_commands 0:3 3:0: send
1760719025.745173 cmd_parse_build_commands 0:3 3:1: -X
1760719025.745175 cmd_parse_build_commands 0:3 3:2: copy-pipe-and-cancel
1760719025.745178 cmd_parse_build_commands 0:0: select-pane
1760719025.745180 cmd_parse_build_commands 1:0: send
1760719025.745182 cmd_parse_build_commands 1:1: -X
1760719025.745184 cmd_parse_build_commands 1:2: select-line
1760719025.745185 cmd_parse_build_commands 2:0: run
1760719025.745187 cmd_parse_build_commands 2:1: -d0.3
1760719025.745189 cmd_parse_build_commands 3:0: send
1760719025.745191 cmd_parse_build_commands 3:1: -X
1760719025.745193 cmd_parse_build_commands 3:2: copy-pipe-and-cancel
1760719025.745196 args_parse: flags end at 1 of 1
1760719025.745199 args_parse_flags: next -X
1760719025.745201 args_parse_flags: -X
1760719025.745203 args_parse_flags: next select-line
1760719025.745205 args_parse: flags end at 2 of 3
1760719025.745207 args_parse: 2 = select-line (type STRING)
1760719025.745220 args_parse_flags: next -d0.3
1760719025.745222 args_parse_flag_argument: -d = 0.3
1760719025.745224 args_parse: flags end at 2 of 2
1760719025.745227 args_parse_flags: next -X
1760719025.745229 args_parse_flags: -X
1760719025.745231 args_parse_flags: next copy-pipe-and-cancel
1760719025.745233 args_parse: flags end at 2 of 3
1760719025.745235 args_parse: 2 = copy-pipe-and-cancel (type STRING)
1760719025.745241 cmd_parse_build_commands: select-pane ; send-keys -X select-line ; run-shell -d 0.3 ; send-keys -X copy-pipe-and-cancel
1760719025.745243 args_parse_flags: next -Tcopy-mode
1760719025.745245 args_parse_flag_argument: -T = copy-mode
1760719025.745247 args_parse_flags: next TripleClick1Pane
1760719025.745249 args_parse: flags end at 2 of 4
1760719025.745251 args_parse: 2 = TripleClick1Pane (type STRING)
1760719025.745257 args_parse: 3 = select-pane ; send-keys -X select-line ; run-shell -d 0.3 ; send-keys -X copy-pipe-and-cancel (type COMMANDS)
1760719025.745267 cmd_parse_build_commands: bind-key -T copy-mode TripleClick1Pane { select-pane ; send-keys -X select-line ; run-shell -d 0.3 ; send-keys -X copy-pipe-and-cancel }
1760719025.745271 cmdq_get_command: [bind-key/0x13a7166c0] group 1641
1760719025.745273 cmdq_append <global>: [bind-key/0x13a7166c0]
1760719025.745275 yylex_token: end at WS
1760719025.745277 yylex_token: bind
1760719025.745279 yylex_token: end at WS
1760719025.745281 yylex_token: -Tcopy-mode
1760719025.745283 yylex_token: end at WS
1760719025.745285 yylex_token: NPage
1760719025.745287 yylex_token: end at WS
1760719025.745289 yylex_token: send
1760719025.745291 yylex_token: end at WS
1760719025.745293 yylex_token: -X
1760719025.745295 yylex_token: end at WS
1760719025.745297 yylex_token: page-down
1760719025.745299 cmd_parse_build_commands 0:0: bind
1760719025.745301 cmd_parse_build_commands 0:1: -Tcopy-mode
1760719025.745304 cmd_parse_build_commands 0:2: NPage
1760719025.745306 cmd_parse_build_commands 0:3 0:0: send
1760719025.745308 cmd_parse_build_commands 0:3 0:1: -X
1760719025.745310 cmd_parse_build_commands 0:3 0:2: page-down
1760719025.745312 cmd_parse_build_commands 0:0: send
1760719025.745314 cmd_parse_build_commands 0:1: -X
1760719025.745316 cmd_parse_build_commands 0:2: page-down
1760719025.745319 args_parse_flags: next -X
1760719025.745321 args_parse_flags: -X
1760719025.745323 args_parse_flags: next page-down
1760719025.745325 args_parse: flags end at 2 of 3
1760719025.745327 args_parse: 2 = page-down (type STRING)
1760719025.745331 cmd_parse_build_commands: send-keys -X page-down
1760719025.745333 args_parse_flags: next -Tcopy-mode
1760719025.745335 args_parse_flag_argument: -T = copy-mode
1760719025.745337 args_parse_flags: next NPage
1760719025.745339 args_parse: flags end at 2 of 4
1760719025.745341 args_parse: 2 = NPage (type STRING)
1760719025.745344 args_parse: 3 = send-keys -X page-down (type COMMANDS)
1760719025.745350 cmd_parse_build_commands: bind-key -T copy-mode NPage { send-keys -X page-down }
1760719025.745353 cmdq_get_command: [bind-key/0x13a716a50] group 1652
1760719025.745355 cmdq_append <global>: [bind-key/0x13a716a50]
1760719025.745357 yylex_token: end at WS
1760719025.745359 yylex_token: bind
1760719025.745362 yylex_token: end at WS
1760719025.745364 yylex_token: -Tcopy-mode
1760719025.745366 yylex_token: end at WS
1760719025.745367 yylex_token: PPage
1760719025.745370 yylex_token: end at WS
1760719025.745371 yylex_token: send
1760719025.745373 yylex_token: end at WS
1760719025.745375 yylex_token: -X
1760719025.745377 yylex_token: end at WS
1760719025.745379 yylex_token: page-up
1760719025.745382 cmd_parse_build_commands 0:0: bind
1760719025.745384 cmd_parse_build_commands 0:1: -Tcopy-mode
1760719025.745386 cmd_parse_build_commands 0:2: PPage
1760719025.745388 cmd_parse_build_commands 0:3 0:0: send
1760719025.745390 cmd_parse_build_commands 0:3 0:1: -X
1760719025.745392 cmd_parse_build_commands 0:3 0:2: page-up
1760719025.745394 cmd_parse_build_commands 0:0: send
1760719025.745396 cmd_parse_build_commands 0:1: -X
1760719025.745401 cmd_parse_build_commands 0:2: page-up
1760719025.745404 args_parse_flags: next -X
1760719025.745406 args_parse_flags: -X
1760719025.745408 args_parse_flags: next page-up
1760719025.745410 args_parse: flags end at 2 of 3
1760719025.745412 args_parse: 2 = page-up (type STRING)
1760719025.745416 cmd_parse_build_commands: send-keys -X page-up
1760719025.745418 args_parse_flags: next -Tcopy-mode
1760719025.745420 args_parse_flag_argument: -T = copy-mode
1760719025.745422 args_parse_flags: next PPage
1760719025.745424 args_parse: flags end at 2 of 4
1760719025.745426 args_parse: 2 = PPage (type STRING)
1760719025.745429 args_parse: 3 = send-keys -X page-up (type COMMANDS)
1760719025.745435 cmd_parse_build_commands: bind-key -T copy-mode PPage { send-keys -X page-up }
1760719025.745439 cmdq_get_command: [bind-key/0x13a716b70] group 1660
1760719025.745441 cmdq_append <global>: [bind-key/0x13a716b70]
1760719025.745443 yylex_token: end at WS
1760719025.745445 yylex_token: bind
1760719025.745447 yylex_token: end at WS
1760719025.745449 yylex_token: -Tcopy-mode
1760719025.745451 yylex_token: end at WS
1760719025.745453 yylex_token: Up
1760719025.745455 yylex_token: end at WS
1760719025.745457 yylex_token: send
1760719025.745459 yylex_token: end at WS
1760719025.745460 yylex_token: -X
1760719025.745463 yylex_token: end at WS
1760719025.745464 yylex_token: cursor-up
1760719025.745467 cmd_parse_build_commands 0:0: bind
1760719025.745469 cmd_parse_build_commands 0:1: -Tcopy-mode
1760719025.745471 cmd_parse_build_commands 0:2: Up
1760719025.745473 cmd_parse_build_commands 0:3 0:0: send
1760719025.745475 cmd_parse_build_commands 0:3 0:1: -X
1760719025.745477 cmd_parse_build_commands 0:3 0:2: cursor-up
1760719025.745479 cmd_parse_build_commands 0:0: send
1760719025.745481 cmd_parse_build_commands 0:1: -X
1760719025.745483 cmd_parse_build_commands 0:2: cursor-up
1760719025.745486 args_parse_flags: next -X
1760719025.745488 args_parse_flags: -X
1760719025.745490 args_parse_flags: next cursor-up
1760719025.745492 args_parse: flags end at 2 of 3
1760719025.745494 args_parse: 2 = cursor-up (type STRING)
1760719025.745498 cmd_parse_build_commands: send-keys -X cursor-up
1760719025.745500 args_parse_flags: next -Tcopy-mode
1760719025.745502 args_parse_flag_argument: -T = copy-mode
1760719025.745504 args_parse_flags: next Up
1760719025.745506 args_parse: flags end at 2 of 4
1760719025.745508 args_parse: 2 = Up (type STRING)
1760719025.745511 args_parse: 3 = send-keys -X cursor-up (type COMMANDS)
1760719025.745517 cmd_parse_build_commands: bind-key -T copy-mode Up { send-keys -X cursor-up }
1760719025.745520 cmdq_get_command: [bind-key/0x13a717290] group 1668
1760719025.745522 cmdq_append <global>: [bind-key/0x13a717290]
1760719025.745524 yylex_token: end at WS
1760719025.745526 yylex_token: bind
1760719025.745529 yylex_token: end at WS
1760719025.745530 yylex_token: -Tcopy-mode
1760719025.745533 yylex_token: end at WS
1760719025.745534 yylex_token: Down
1760719025.745537 yylex_token: end at WS
1760719025.745538 yylex_token: send
1760719025.745540 yylex_token: end at WS
1760719025.745542 yylex_token: -X
1760719025.745544 yylex_token: end at WS
1760719025.745546 yylex_token: cursor-down
1760719025.745549 cmd_parse_build_commands 0:0: bind
1760719025.745551 cmd_parse_build_commands 0:1: -Tcopy-mode
1760719025.745553 cmd_parse_build_commands 0:2: Down
1760719025.745555 cmd_parse_build_commands 0:3 0:0: send
1760719025.745557 cmd_parse_build_commands 0:3 0:1: -X
1760719025.745559 cmd_parse_build_commands 0:3 0:2: cursor-down
1760719025.745561 cmd_parse_build_commands 0:0: send
1760719025.745563 cmd_parse_build_commands 0:1: -X
1760719025.745565 cmd_parse_build_commands 0:2: cursor-down
1760719025.745568 args_parse_flags: next -X
1760719025.745570 args_parse_flags: -X
1760719025.745572 args_parse_flags: next cursor-down
1760719025.745574 args_parse: flags end at 2 of 3
1760719025.745576 args_parse: 2 = cursor-down (type STRING)
1760719025.745579 cmd_parse_build_commands: send-keys -X cursor-down
1760719025.745582 args_parse_flags: next -Tcopy-mode
1760719025.745586 args_parse_flag_argument: -T = copy-mode
1760719025.745588 args_parse_flags: next Down
1760719025.745590 args_parse: flags end at 2 of 4
1760719025.745592 args_parse: 2 = Down (type STRING)
1760719025.745595 args_parse: 3 = send-keys -X cursor-down (type COMMANDS)
1760719025.745602 cmd_parse_build_commands: bind-key -T copy-mode Down { send-keys -X cursor-down }
1760719025.745605 cmdq_get_command: [bind-key/0x13a717600] group 1676
1760719025.745607 cmdq_append <global>: [bind-key/0x13a717600]
1760719025.745609 yylex_token: end at WS
1760719025.745611 yylex_token: bind
1760719025.745613 yylex_token: end at WS
1760719025.745615 yylex_token: -Tcopy-mode
1760719025.745617 yylex_token: end at WS
1760719025.745619 yylex_token: Left
1760719025.745621 yylex_token: end at WS
1760719025.745623 yylex_token: send
1760719025.745625 yylex_token: end at WS
1760719025.745627 yylex_token: -X
1760719025.745629 yylex_token: end at WS
1760719025.745631 yylex_token: cursor-left
1760719025.745633 cmd_parse_build_commands 0:0: bind
1760719025.745635 cmd_parse_build_commands 0:1: -Tcopy-mode
1760719025.745637 cmd_parse_build_commands 0:2: Left
1760719025.745639 cmd_parse_build_commands 0:3 0:0: send
1760719025.745641 cmd_parse_build_commands 0:3 0:1: -X
1760719025.745643 cmd_parse_build_commands 0:3 0:2: cursor-left
1760719025.745646 cmd_parse_build_commands 0:0: send
1760719025.745648 cmd_parse_build_commands 0:1: -X
1760719025.745650 cmd_parse_build_commands 0:2: cursor-left
1760719025.745652 args_parse_flags: next -X
1760719025.745654 args_parse_flags: -X
1760719025.745656 args_parse_flags: next cursor-left
1760719025.745658 args_parse: flags end at 2 of 3
1760719025.745660 args_parse: 2 = cursor-left (type STRING)
1760719025.745664 cmd_parse_build_commands: send-keys -X cursor-left
1760719025.745666 args_parse_flags: next -Tcopy-mode
1760719025.745668 args_parse_flag_argument: -T = copy-mode
1760719025.745670 args_parse_flags: next Left
1760719025.745672 args_parse: flags end at 2 of 4
1760719025.745674 args_parse: 2 = Left (type STRING)
1760719025.745677 args_parse: 3 = send-keys -X cursor-left (type COMMANDS)
1760719025.745683 cmd_parse_build_commands: bind-key -T copy-mode Left { send-keys -X cursor-left }
1760719025.745686 cmdq_get_command: [bind-key/0x13a717a50] group 1684
1760719025.745688 cmdq_append <global>: [bind-key/0x13a717a50]
1760719025.745690 yylex_token: end at WS
1760719025.745692 yylex_token: bind
1760719025.745694 yylex_token: end at WS
1760719025.745696 yylex_token: -Tcopy-mode
1760719025.745698 yylex_token: end at WS
1760719025.745700 yylex_token: Right
1760719025.745702 yylex_token: end at WS
1760719025.745704 yylex_token: send
1760719025.745706 yylex_token: end at WS
1760719025.745708 yylex_token: -X
1760719025.745710 yylex_token: end at WS
1760719025.745712 yylex_token: cursor-right
1760719025.745715 cmd_parse_build_commands 0:0: bind
1760719025.745717 cmd_parse_build_commands 0:1: -Tcopy-mode
1760719025.745719 cmd_parse_build_commands 0:2: Right
1760719025.745721 cmd_parse_build_commands 0:3 0:0: send
1760719025.745723 cmd_parse_build_commands 0:3 0:1: -X
1760719025.745725 cmd_parse_build_commands 0:3 0:2: cursor-right
1760719025.745727 cmd_parse_build_commands 0:0: send
1760719025.745729 cmd_parse_build_commands 0:1: -X
1760719025.745731 cmd_parse_build_commands 0:2: cursor-right
1760719025.745734 args_parse_flags: next -X
